iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
2003 15 4 30 -999 -999 -999 -999 -999 7.778 68.386 13.741 100.316 0.0 0.0 -999 324.675 -999 -999 -999 -999 -999 -999 -999
2003 15 5 0 -999 -999 -999 -999 -999 7.876 68.773 13.697 100.327 0.0 0.0 -999 327.791 -999 -999 -999 -999 -999 -999 -999
2003 15 5 30 -999 -999 -999 -999 -999 7.933 68.046 13.714 100.34 0.0 8.243 -999 329.478 -999 -999 -999 -999 -999 -999 -999
2003 15 6 0 -999 -999 -999 -999 -999 7.99 67.32 13.732 100.354 0.0 16.486 -999 331.166 -999 -999 -999 -999 -999 -999 -999
2003 15 6 30 -999 -999 -999 -999 -999 8.472 67.422 13.622 100.385 0.0 65.113 -999 333.67 -999 -999 -999 -999 -999 -999 -999
2003 15 7 0 -999 -999 -999 -999 -999 8.954 67.522 13.512 100.416 0.0 113.74 -999 336.174 -999 -999 -999 -999 -999 -999 -999
2003 15 7 30 -999 -999 -999 -999 -999 8.878 65.116 14.321 100.439 0.0 159.352 -999 342.307 -999 -999 -999 -999 -999 -999 -999
2003 15 8 0 -999 -999 -999 -999 -999 8.802 62.796 15.131 100.461 0.0 204.965 -999 348.44 -999 -999 -999 -999 -999 -999 -999
2003 15 8 30 -999 -999 -999 -999 -999 8.793 63.162 15.086 100.477 0.0 296.358 -999 350.845 -999 -999 -999 -999 -999 -999 -999
2003 15 9 0 -999 -999 -999 -999 -999 8.784 63.53 15.042 100.493 0.0 387.751 -999 353.25 -999 -999 -999 -999 -999 -999 -999
2003 15 9 30 -999 -999 -999 -999 -999 8.989 59.99 16.249 100.476 0.0 455.631 -999 356.609 -999 -999 -999 -999 -999 -999 -999
2003 15 10 0 -999 -999 -999 -999 -999 9.194 56.657 17.456 100.459 0.0 523.511 -999 359.969 -999 -999 -999 -999 -999 -999 -999
2003 15 10 30 -999 -999 -999 -999 -999 9.327 54.301 18.092 100.451 0.0 612.068 -999 360.666 -999 -999 -999 -999 -999 -999 -999
2003 15 11 0 -999 -999 -999 -999 -999 9.459 52.051 18.727 100.443 0.0 700.624 -999 361.364 -999 -999 -999 -999 -999 -999 -999
2003 15 11 30 -999 -999 -999 -999 -999 9.666 52.146 18.584 100.425 0.0 729.415 -999 352.145 -999 -999 -999 -999 -999 -999 -999
2003 15 12 0 -999 -999 -999 -999 -999 9.873 52.239 18.44 100.408 0.0 758.206 -999 342.926 -999 -999 -999 -999 -999 -999 -999
2003 15 12 30 -999 -999 -999 -999 -999 9.952 50.296 19.233 100.4 0.0 845.28 -999 354.602 -999 -999 -999 -999 -999 -999 -999
2003 15 13 0 -999 -999 -999 -999 -999 10.031 48.43 20.026 100.392 0.0 932.354 -999 366.279 -999 -999 -999 -999 -999 -999 -999
2003 15 13 30 -999 -999 -999 -999 -999 10.099 48.776 20.013 100.355 0.0 967.351 -999 347.397 -999 -999 -999 -999 -999 -999 -999
2003 15 14 0 -999 -999 -999 -999 -999 10.166 49.123 20.0 100.319 0.0 1002.349 -999 328.514 -999 -999 -999 -999 -999 -999 -999
2003 15 14 30 -999 -999 -999 -999 -999 10.192 50.223 19.806 100.301 0.0 966.541 -999 322.474 -999 -999 -999 -999 -999 -999 -999
2003 15 15 0 -999 -999 -999 -999 -999 10.219 51.343 19.611 100.283 0.0 930.733 -999 316.433 -999 -999 -999 -999 -999 -999 -999
2003 15 15 30 -999 -999 -999 -999 -999 10.209 54.221 19.12 100.262 0.0 851.526 -999 319.841 -999 -999 -999 -999 -999 -999 -999
2003 15 16 0 -999 -999 -999 -999 -999 10.2 57.236 18.629 100.241 0.0 772.319 -999 323.25 -999 -999 -999 -999 -999 -999 -999
2003 15 16 30 -999 -999 -999 -999 -999 10.17 57.869 18.574 100.228 0.0 664.104 -999 321.904 -999 -999 -999 -999 -999 -999 -999
2003 15 17 0 -999 -999 -999 -999 -999 10.141 58.506 18.519 100.214 0.0 555.89 -999 320.559 -999 -999 -999 -999 -999 -999 -999
2003 15 17 30 -999 -999 -999 -999 -999 10.085 59.113 18.589 100.224 0.0 460.029 -999 321.549 -999 -999 -999 -999 -999 -999 -999
2003 15 18 0 -999 -999 -999 -999 -999 10.028 59.714 18.66 100.234 0.0 364.169 -999 322.539 -999 -999 -999 -999 -999 -999 -999
2003 15 18 30 -999 -999 -999 -999 -999 9.7 59.729 18.866 100.239 0.0 267.676 -999 315.051 -999 -999 -999 -999 -999 -999 -999
2003 15 19 0 -999 -999 -999 -999 -999 9.371 59.735 19.072 100.243 0.0 171.183 -999 307.562 -999 -999 -999 -999 -999 -999 -999
2003 15 19 30 -999 -999 -999 -999 -999 8.616 64.732 17.557 100.259 0.0 97.046 -999 308.444 -999 -999 -999 -999 -999 -999 -999
2003 15 20 0 -999 -999 -999 -999 -999 7.861 70.194 16.042 100.275 0.0 22.91 -999 309.326 -999 -999 -999 -999 -999 -999 -999
2003 15 20 30 -999 -999 -999 -999 -999 7.447 70.149 16.14 100.291 0.0 11.455 -999 307.335 -999 -999 -999 -999 -999 -999 -999
2003 15 21 0 -999 -999 -999 -999 -999 7.032 70.102 16.238 100.307 0.0 0.0 -999 305.345 -999 -999 -999 -999 -999 -999 -999
2003 15 21 30 -999 -999 -999 -999 -999 6.874 73.723 15.575 100.295 0.0 0.0 -999 301.824 -999 -999 -999 -999 -999 -999 -999
2003 15 22 0 -999 -999 -999 -999 -999 6.715 77.541 14.912 100.283 0.0 0.0 -999 298.304 -999 -999 -999 -999 -999 -999 -999
2003 15 22 30 -999 -999 -999 -999 -999 6.455 78.095 14.871 100.265 0.0 0.0 -999 301.153 -999 -999 -999 -999 -999 -999 -999
2003 15 23 0 -999 -999 -999 -999 -999 6.194 78.652 14.829 100.246 0.0 0.0 -999 304.002 -999 -999 -999 -999 -999 -999 -999
2003 15 23 30 -999 -999 -999 -999 -999 6.112 79.235 14.836 100.204 0.0 0.0 -999 301.012 -999 -999 -999 -999 -999 -999 -999
2003 16 0 0 -999 -999 -999 -999 -999 6.03 79.818 14.844 100.161 0.0 0.0 -999 298.021 -999 -999 -999 -999 -999 -999 -999
2003 16 0 30 -999 -999 -999 -999 -999 6.016 82.152 14.381 100.131 0.0 0.0 -999 298.942 -999 -999 -999 -999 -999 -999 -999
2003 16 1 0 -999 -999 -999 -999 -999 6.002 84.563 13.919 100.101 0.0 0.0 -999 299.863 -999 -999 -999 -999 -999 -999 -999
2003 16 1 30 -999 -999 -999 -999 -999 5.94 84.668 13.961 100.077 0.0 0.0 -999 304.039 -999 -999 -999 -999 -999 -999 -999
2003 16 2 0 -999 -999 -999 -999 -999 5.877 84.771 14.004 100.053 0.0 0.0 -999 308.214 -999 -999 -999 -999 -999 -999 -999
2003 16 2 30 -999 -999 -999 -999 -999 5.886 84.905 13.972 100.031 0.0 0.0 -999 310.379 -999 -999 -999 -999 -999 -999 -999
2003 16 3 0 -999 -999 -999 -999 -999 5.895 85.039 13.94 100.008 0.0 0.0 -999 312.544 -999 -999 -999 -999 -999 -999 -999
2003 16 3 30 -999 -999 -999 -999 -999 5.745 85.798 13.697 99.995 0.0 0.0 -999 321.921 -999 -999 -999 -999 -999 -999 -999
2003 16 4 0 -999 -999 -999 -999 -999 5.594 86.562 13.454 99.983 0.0 0.0 -999 331.298 -999 -999 -999 -999 -999 -999 -999
2003 16 4 30 -999 -999 -999 -999 -999 5.742 85.098 13.509 99.998 0.0 0.0 -999 335.73 -999 -999 -999 -999 -999 -999 -999
2003 16 5 0 -999 -999 -999 -999 -999 5.891 83.644 13.564 100.013 0.0 0.0 -999 340.162 -999 -999 -999 -999 -999 -999 -999
2003 16 5 30 -999 -999 -999 -999 -999 5.73 83.442 13.503 100.026 0.0 7.917 -999 342.975 -999 -999 -999 -999 -999 -999 -999
2003 16 6 0 -999 -999 -999 -999 -999 5.569 83.238 13.441 100.04 0.0 15.833 -999 345.788 -999 -999 -999 -999 -999 -999 -999
2003 16 6 30 -999 -999 -999 -999 -999 5.206 86.144 12.991 100.056 0.0 48.36 -999 354.829 -999 -999 -999 -999 -999 -999 -999
2003 16 7 0 -999 -999 -999 -999 -999 4.843 89.158 12.541 100.072 0.0 80.887 -999 363.871 -999 -999 -999 -999 -999 -999 -999
2003 16 7 30 -999 -999 -999 -999 -999 4.248 84.66 13.812 100.077 0.0 146.484 -999 363.545 -999 -999 -999 -999 -999 -999 -999
2003 16 8 0 -999 -999 -999 -999 -999 3.653 80.365 15.083 100.083 0.001 212.081 -999 363.22 -999 -999 -999 -999 -999 -999 -999
2003 16 8 30 -999 -999 -999 -999 -999 3.35 81.236 14.885 100.076 0.0 269.119 -999 371.639 -999 -999 -999 -999 -999 -999 -999
2003 16 9 0 -999 -999 -999 -999 -999 3.048 82.118 14.688 100.069 0.0 326.157 -999 380.059 -999 -999 -999 -999 -999 -999 -999
2003 16 9 30 -999 -999 -999 -999 -999 3.4 76.515 16.206 100.069 0.0 407.113 -999 376.219 -999 -999 -999 -999 -999 -999 -999
2003 16 10 0 -999 -999 -999 -999 -999 3.752 71.308 17.724 100.068 0.0 488.069 -999 372.379 -999 -999 -999 -999 -999 -999 -999
2003 16 10 30 -999 -999 -999 -999 -999 4.134 65.162 18.955 100.054 0.0 648.429 -999 362.466 -999 -999 -999 -999 -999 -999 -999
2003 16 11 0 -999 -999 -999 -999 -999 4.515 59.574 20.187 100.04 0.0 808.79 -999 352.553 -999 -999 -999 -999 -999 -999 -999
2003 16 11 30 -999 -999 -999 -999 -999 4.638 59.512 20.265 100.023 0.0 853.513 -999 349.335 -999 -999 -999 -999 -999 -999 -999
2003 16 12 0 -999 -999 -999 -999 -999 4.761 59.449 20.343 100.006 0.0 898.236 -999 346.117 -999 -999 -999 -999 -999 -999 -999
2003 16 12 30 -999 -999 -999 -999 -999 4.912 57.333 21.377 99.975 0.0 945.686 -999 343.837 -999 -999 -999 -999 -999 -999 -999
2003 16 13 0 -999 -999 -999 -999 -999 5.063 55.269 22.412 99.943 0.0 993.137 -999 341.557 -999 -999 -999 -999 -999 -999 -999
2003 16 13 30 -999 -999 -999 -999 -999 5.367 55.342 22.448 99.916 0.0 1013.003 -999 341.478 -999 -999 -999 -999 -999 -999 -999
2003 16 14 0 -999 -999 -999 -999 -999 5.671 55.414 22.483 99.888 0.0 1032.869 -999 341.399 -999 -999 -999 -999 -999 -999 -999
2003 16 14 30 -999 -999 -999 -999 -999 5.867 55.868 22.439 99.856 0.0 985.023 -999 342.212 -999 -999 -999 -999 -999 -999 -999
2003 16 15 0 -999 -999 -999 -999 -999 6.063 56.324 22.394 99.824 0.0 937.177 -999 343.024 -999 -999 -999 -999 -999 -999 -999
2003 16 15 30 -999 -999 -999 -999 -999 6.304 57.228 22.409 99.815 0.0 860.392 -999 343.245 -999 -999 -999 -999 -999 -999 -999
2003 16 16 0 -999 -999 -999 -999 -999 6.545 58.13 22.424 99.806 0.0 783.606 -999 343.465 -999 -999 -999 -999 -999 -999 -999
2003 16 16 30 -999 -999 -999 -999 -999 6.737 58.221 22.391 99.791 0.0 681.579 -999 341.442 -999 -999 -999 -999 -999 -999 -999
2003 16 17 0 -999 -999 -999 -999 -999 6.93 58.313 22.358 99.776 0.0 579.551 -999 339.418 -999 -999 -999 -999 -999 -999 -999
2003 16 17 30 -999 -999 -999 -999 -999 6.973 58.954 22.357 99.786 0.0 467.007 -999 340.323 -999 -999 -999 -999 -999 -999 -999
2003 16 18 0 -999 -999 -999 -999 -999 7.015 59.596 22.355 99.795 0.0 354.463 -999 341.228 -999 -999 -999 -999 -999 -999 -999
2003 16 18 30 -999 -999 -999 -999 -999 6.659 59.992 22.542 99.818 0.0 254.116 -999 339.435 -999 -999 -999 -999 -999 -999 -999
2003 16 19 0 -999 -999 -999 -999 -999 6.302 60.373 22.729 99.841 0.0 153.768 -999 337.641 -999 -999 -999 -999 -999 -999 -999
2003 16 19 30 -999 -999 -999 -999 -999 5.443 69.998 20.771 99.836 0.0 87.934 -999 335.105 -999 -999 -999 -999 -999 -999 -999
2003 16 20 0 -999 -999 -999 -999 -999 4.583 81.228 18.812 99.83 0.0 22.1 -999 332.568 -999 -999 -999 -999 -999 -999 -999
2003 16 20 30 -999 -999 -999 -999 -999 4.245 82.212 18.815 99.842 0.0 11.05 -999 330.92 -999 -999 -999 -999 -999 -999 -999
2003 16 21 0 -999 -999 -999 -999 -999 3.907 83.197 18.817 99.855 0.0 0.0 -999 329.271 -999 -999 -999 -999 -999 -999 -999
2003 16 21 30 -999 -999 -999 -999 -999 3.766 87.865 18.057 99.855 0.0 0.0 -999 329.485 -999 -999 -999 -999 -999 -999 -999
2003 16 22 0 -999 -999 -999 -999 -999 3.624 92.814 17.297 99.856 0.0 0.0 -999 329.699 -999 -999 -999 -999 -999 -999 -999
2003 16 22 30 -999 -999 -999 -999 -999 3.063 93.347 17.155 99.839 0.0 0.0 -999 333.354 -999 -999 -999 -999 -999 -999 -999
2003 16 23 0 -999 -999 -999 -999 -999 2.501 93.884 17.013 99.823 0.0 0.0 -999 337.01 -999 -999 -999 -999 -999 -999 -999
2003 16 23 30 -999 -999 -999 -999 -999 2.478 93.122 17.141 99.804 0.0 0.0 -999 341.452 -999 -999 -999 -999 -999 -999 -999
2003 17 0 0 -999 -999 -999 -999 -999 2.455 92.366 17.269 99.786 0.001 0.0 -999 345.893 -999 -999 -999 -999 -999 -999 -999
2003 17 0 30 -999 -999 -999 -999 -999 2.302 94.054 17.035 99.763 0.001 0.0 -999 350.799 -999 -999 -999 -999 -999 -999 -999
2003 17 1 0 -999 -999 -999 -999 -999 2.148 95.774 16.8 99.741 0.002 0.0 -999 355.705 -999 -999 -999 -999 -999 -999 -999
2003 17 1 30 -999 -999 -999 -999 -999 2.072 95.888 16.673 99.719 0.002 0.0 -999 357.439 -999 -999 -999 -999 -999 -999 -999
2003 17 2 0 -999 -999 -999 -999 -999 1.996 95.998 16.546 99.697 0.002 0.0 -999 359.173 -999 -999 -999 -999 -999 -999 -999
2003 17 2 30 -999 -999 -999 -999 -999 1.838 94.675 16.966 99.68 0.001 0.0 -999 371.07 -999 -999 -999 -999 -999 -999 -999
2003 17 3 0 -999 -999 -999 -999 -999 1.681 93.361 17.386 99.662 0.001 0.0 -999 382.967 -999 -999 -999 -999 -999 -999 -999
2003 17 3 30 -999 -999 -999 -999 -999 1.6 94.316 17.222 99.679 0.0 0.0 -999 383.201 -999 -999 -999 -999 -999 -999 -999
2003 17 4 0 -999 -999 -999 -999 -999 1.518 95.283 17.059 99.696 0.0 0.0 -999 383.435 -999 -999 -999 -999 -999 -999 -999
2003 17 4 30 -999 -999 -999 -999 -999 1.509 94.198 17.123 99.694 0.002 0.0 -999 385.606 -999 -999 -999 -999 -999 -999 -999
2003 17 5 0 -999 -999 -999 -999 -999 1.5 93.12 17.187 99.692 0.003 0.0 -999 387.778 -999 -999 -999 -999 -999 -999 -999
2003 17 5 30 -999 -999 -999 -999 -999 1.567 93.589 17.054 99.726 0.009 3.766 -999 393.114 -999 -999 -999 -999 -999 -999 -999
2003 17 6 0 -999 -999 -999 -999 -999 1.634 94.06 16.922 99.76 0.015 7.531 -999 398.451 -999 -999 -999 -999 -999 -999 -999
2003 17 6 30 -999 -999 -999 -999 -999 1.656 96.796 16.388 99.761 0.012 35.996 -999 398.03 -999 -999 -999 -999 -999 -999 -999
2003 17 7 0 -999 -999 -999 -999 -999 1.679 99.621 15.854 99.761 0.01 64.46 -999 397.609 -999 -999 -999 -999 -999 -999 -999
2003 17 7 30 -999 -999 -999 -999 -999 1.631 95.165 16.976 99.759 0.006 118.968 -999 395.457 -999 -999 -999 -999 -999 -999 -999
2003 17 8 0 -999 -999 -999 -999 -999 1.584 90.893 18.099 99.757 0.002 173.476 -999 393.305 -999 -999 -999 -999 -999 -999 -999
2003 17 8 30 -999 -999 -999 -999 -999 1.501 89.632 18.185 99.759 0.001 258.227 -999 390.805 -999 -999 -999 -999 -999 -999 -999
2003 17 9 0 -999 -999 -999 -999 -999 1.418 88.382 18.271 99.76 0.0 342.979 -999 388.304 -999 -999 -999 -999 -999 -999 -999
2003 17 9 30 -999 -999 -999 -999 -999 1.022 74.439 20.958 99.729 0.0 511.602 -999 377.098 -999 -999 -999 -999 -999 -999 -999
2003 17 10 0 -999 -999 -999 -999 -999 0.627 62.867 23.644 99.698 0.0 680.224 -999 365.891 -999 -999 -999 -999 -999 -999 -999
2003 17 10 30 -999 -999 -999 -999 -999 0.551 58.316 24.761 99.656 0.0 749.923 -999 362.808 -999 -999 -999 -999 -999 -999 -999
2003 17 11 0 -999 -999 -999 -999 -999 0.476 54.115 25.878 99.614 0.0 819.622 -999 359.725 -999 -999 -999 -999 -999 -999 -999
2003 17 11 30 -999 -999 -999 -999 -999 0.729 52.8 26.15 99.557 0.0 901.833 -999 361.88 -999 -999 -999 -999 -999 -999 -999
2003 17 12 0 -999 -999 -999 -999 -999 0.981 51.515 26.422 99.499 0.0 984.044 -999 364.035 -999 -999 -999 -999 -999 -999 -999
2003 17 12 30 -999 -999 -999 -999 -999 1.33 46.504 27.869 99.458 0.0 1019.645 -999 363.032 -999 -999 -999 -999 -999 -999 -999
2003 17 13 0 -999 -999 -999 -999 -999 1.68 42.0 29.315 99.417 0.0 1055.245 -999 362.028 -999 -999 -999 -999 -999 -999 -999
2003 17 13 30 -999 -999 -999 -999 -999 2.189 41.731 29.362 99.38 0.0 1040.727 -999 362.621 -999 -999 -999 -999 -999 -999 -999
2003 17 14 0 -999 -999 -999 -999 -999 2.699 41.463 29.409 99.343 0.0 1026.208 -999 363.213 -999 -999 -999 -999 -999 -999 -999
2003 17 14 30 -999 -999 -999 -999 -999 3.564 41.908 29.25 99.318 0.0 980.081 -999 362.338 -999 -999 -999 -999 -999 -999 -999
2003 17 15 0 -999 -999 -999 -999 -999 4.429 42.358 29.092 99.293 0.0 933.955 -999 361.463 -999 -999 -999 -999 -999 -999 -999
2003 17 15 30 -999 -999 -999 -999 -999 5.133 43.277 28.651 99.291 0.0 847.069 -999 361.811 -999 -999 -999 -999 -999 -999 -999
2003 17 16 0 -999 -999 -999 -999 -999 5.837 44.218 28.21 99.289 0.0 760.182 -999 362.16 -999 -999 -999 -999 -999 -999 -999
2003 17 16 30 -999 -999 -999 -999 -999 6.193 44.39 27.94 99.287 0.0 675.945 -999 361.291 -999 -999 -999 -999 -999 -999 -999
2003 17 17 0 -999 -999 -999 -999 -999 6.55 44.557 27.67 99.284 0.0 591.708 -999 360.423 -999 -999 -999 -999 -999 -999 -999
2003 17 17 30 -999 -999 -999 -999 -999 6.294 45.872 27.435 99.302 0.0 476.96 -999 358.445 -999 -999 -999 -999 -999 -999 -999
2003 17 18 0 -999 -999 -999 -999 -999 6.037 47.217 27.2 99.321 0.0 362.212 -999 356.468 -999 -999 -999 -999 -999 -999 -999
2003 17 18 30 -999 -999 -999 -999 -999 5.294 45.575 27.619 99.371 0.0 258.069 -999 355.711 -999 -999 -999 -999 -999 -999 -999
2003 17 19 0 -999 -999 -999 -999 -999 4.55 43.988 28.038 99.422 0.0 153.926 -999 354.955 -999 -999 -999 -999 -999 -999 -999
2003 17 19 30 -999 -999 -999 -999 -999 3.549 54.403 25.185 99.452 0.0 87.015 -999 354.333 -999 -999 -999 -999 -999 -999 -999
2003 17 20 0 -999 -999 -999 -999 -999 2.548 67.376 22.332 99.483 0.0 20.103 -999 353.711 -999 -999 -999 -999 -999 -999 -999
2003 17 20 30 -999 -999 -999 -999 -999 2.337 69.128 22.039 99.498 0.0 10.052 -999 348.851 -999 -999 -999 -999 -999 -999 -999
2003 17 21 0 -999 -999 -999 -999 -999 2.125 70.925 21.746 99.513 0.0 0.0 -999 343.992 -999 -999 -999 -999 -999 -999 -999
2003 17 21 30 -999 -999 -999 -999 -999 2.172 78.527 19.751 99.518 0.0 0.0 -999 340.26 -999 -999 -999 -999 -999 -999 -999
2003 17 22 0 -999 -999 -999 -999 -999 2.219 87.027 17.755 99.523 0.0 0.0 -999 336.529 -999 -999 -999 -999 -999 -999 -999
2003 17 22 30 -999 -999 -999 -999 -999 2.475 87.999 17.372 99.512 0.0 0.0 -999 333.548 -999 -999 -999 -999 -999 -999 -999
2003 17 23 0 -999 -999 -999 -999 -999 2.73 88.972 16.989 99.5 0.0 0.0 -999 330.568 -999 -999 -999 -999 -999 -999 -999
2003 17 23 30 -999 -999 -999 -999 -999 2.743 86.057 17.588 99.476 0.0 0.0 -999 328.801 -999 -999 -999 -999 -999 -999 -999
2003 18 0 0 -999 -999 -999 -999 -999 2.756 83.247 18.188 99.452 0.0 0.0 -999 327.034 -999 -999 -999 -999 -999 -999 -999
2003 18 0 30 -999 -999 -999 -999 -999 2.434 85.448 17.459 99.437 0.0 0.0 -999 326.017 -999 -999 -999 -999 -999 -999 -999
2003 18 1 0 -999 -999 -999 -999 -999 2.112 87.688 16.73 99.422 0.0 0.0 -999 325.001 -999 -999 -999 -999 -999 -999 -999
2003 18 1 30 -999 -999 -999 -999 -999 2.711 89.601 16.179 99.426 0.0 0.0 -999 324.658 -999 -999 -999 -999 -999 -999 -999
2003 18 2 0 -999 -999 -999 -999 -999 3.311 91.549 15.629 99.43 0.0 0.0 -999 324.316 -999 -999 -999 -999 -999 -999 -999
2003 18 2 30 -999 -999 -999 -999 -999 2.893 91.36 15.694 99.438 0.0 0.0 -999 323.934 -999 -999 -999 -999 -999 -999 -999
2003 18 3 0 -999 -999 -999 -999 -999 2.476 91.171 15.759 99.446 0.0 0.0 -999 323.553 -999 -999 -999 -999 -999 -999 -999
2003 18 3 30 -999 -999 -999 -999 -999 2.1 91.494 15.545 99.461 0.0 0.0 -999 322.77 -999 -999 -999 -999 -999 -999 -999
2003 18 4 0 -999 -999 -999 -999 -999 1.724 91.81 15.331 99.475 0.0 0.0 -999 321.987 -999 -999 -999 -999 -999 -999 -999
2003 18 4 30 -999 -999 -999 -999 -999 1.755 92.364 15.305 99.493 0.0 0.0 -999 327.912 -999 -999 -999 -999 -999 -999 -999
2003 18 5 0 -999 -999 -999 -999 -999 1.787 92.918 15.28 99.511 0.0 0.0 -999 333.838 -999 -999 -999 -999 -999 -999 -999
2003 18 5 30 -999 -999 -999 -999 -999 2.214 93.6 15.67 99.568 0.0 10.309 -999 334.894 -999 -999 -999 -999 -999 -999 -999
2003 18 6 0 -999 -999 -999 -999 -999 2.642 94.201 16.061 99.624 0.0 20.617 -999 335.95 -999 -999 -999 -999 -999 -999 -999
2003 18 6 30 -999 -999 -999 -999 -999 3.608 93.416 15.782 99.675 0.0 96.73 -999 331.038 -999 -999 -999 -999 -999 -999 -999
2003 18 7 0 -999 -999 -999 -999 -999 4.574 92.573 15.503 99.725 0.0 172.843 -999 326.126 -999 -999 -999 -999 -999 -999 -999
2003 18 7 30 -999 -999 -999 -999 -999 5.614 87.74 17.164 99.77 0.0 260.56 -999 331.617 -999 -999 -999 -999 -999 -999 -999
2003 18 8 0 -999 -999 -999 -999 -999 6.655 83.031 18.826 99.814 0.0 348.276 -999 337.108 -999 -999 -999 -999 -999 -999 -999
2003 18 8 30 -999 -999 -999 -999 -999 7.041 83.315 18.466 99.858 0.0 416.196 -999 340.165 -999 -999 -999 -999 -999 -999 -999
2003 18 9 0 -999 -999 -999 -999 -999 7.428 83.571 18.107 99.902 0.0 484.115 -999 343.222 -999 -999 -999 -999 -999 -999 -999
2003 18 9 30 -999 -999 -999 -999 -999 7.511 77.647 18.943 99.925 0.0 560.96 -999 348.782 -999 -999 -999 -999 -999 -999 -999
2003 18 10 0 -999 -999 -999 -999 -999 7.594 72.134 19.778 99.949 0.0 637.804 -999 354.343 -999 -999 -999 -999 -999 -999 -999
2003 18 10 30 -999 -999 -999 -999 -999 7.665 69.996 20.082 99.944 0.0 686.926 -999 354.517 -999 -999 -999 -999 -999 -999 -999
2003 18 11 0 -999 -999 -999 -999 -999 7.736 67.916 20.385 99.94 0.0 736.047 -999 354.691 -999 -999 -999 -999 -999 -999 -999
2003 18 11 30 -999 -999 -999 -999 -999 8.11 68.009 20.227 99.949 0.0 765.45 -999 368.908 -999 -999 -999 -999 -999 -999 -999
2003 18 12 0 -999 -999 -999 -999 -999 8.485 68.098 20.069 99.958 0.0 794.854 -999 383.125 -999 -999 -999 -999 -999 -999 -999
2003 18 12 30 -999 -999 -999 -999 -999 8.572 64.853 20.477 99.975 0.0 829.673 -999 370.787 -999 -999 -999 -999 -999 -999 -999
2003 18 13 0 -999 -999 -999 -999 -999 8.659 61.734 20.885 99.991 0.0 864.493 -999 358.449 -999 -999 -999 -999 -999 -999 -999
2003 18 13 30 -999 -999 -999 -999 -999 8.549 60.491 20.867 99.976 0.0 862.477 -999 353.944 -999 -999 -999 -999 -999 -999 -999
2003 18 14 0 -999 -999 -999 -999 -999 8.439 59.246 20.849 99.96 0.0 860.461 -999 349.44 -999 -999 -999 -999 -999 -999 -999
2003 18 14 30 -999 -999 -999 -999 -999 8.445 58.877 20.959 99.958 0.0 857.436 -999 342.57 -999 -999 -999 -999 -999 -999 -999
2003 18 15 0 -999 -999 -999 -999 -999 8.45 58.51 21.069 99.956 0.0 854.412 -999 335.7 -999 -999 -999 -999 -999 -999 -999
2003 18 15 30 -999 -999 -999 -999 -999 8.618 59.012 20.506 99.975 0.0 813.86 -999 333.15 -999 -999 -999 -999 -999 -999 -999
2003 18 16 0 -999 -999 -999 -999 -999 8.786 59.481 19.942 99.994 0.0 773.308 -999 330.6 -999 -999 -999 -999 -999 -999 -999
2003 18 16 30 -999 -999 -999 -999 -999 8.933 59.375 19.901 100.018 0.0 691.136 -999 323.421 -999 -999 -999 -999 -999 -999 -999
2003 18 17 0 -999 -999 -999 -999 -999 9.08 59.267 19.859 100.043 0.0 608.964 -999 316.242 -999 -999 -999 -999 -999 -999 -999
2003 18 17 30 -999 -999 -999 -999 -999 9.066 58.818 20.045 100.087 0.0 497.755 -999 314.36 -999 -999 -999 -999 -999 -999 -999
2003 18 18 0 -999 -999 -999 -999 -999 9.053 58.372 20.231 100.13 0.0 386.545 -999 312.478 -999 -999 -999 -999 -999 -999 -999
2003 18 18 30 -999 -999 -999 -999 -999 8.682 57.026 20.547 100.169 0.0 282.699 -999 310.014 -999 -999 -999 -999 -999 -999 -999
2003 18 19 0 -999 -999 -999 -999 -999 8.311 55.712 20.863 100.208 0.0 178.852 -999 307.549 -999 -999 -999 -999 -999 -999 -999
2003 18 19 30 -999 -999 -999 -999 -999 7.506 63.91 18.398 100.247 0.0 100.209 -999 305.286 -999 -999 -999 -999 -999 -999 -999
2003 18 20 0 -999 -999 -999 -999 -999 6.701 73.464 15.933 100.285 0.0 21.566 -999 303.022 -999 -999 -999 -999 -999 -999 -999
2003 18 20 30 -999 -999 -999 -999 -999 6.655 71.768 16.233 100.301 0.0 10.783 -999 306.677 -999 -999 -999 -999 -999 -999 -999
2003 18 21 0 -999 -999 -999 -999 -999 6.608 70.112 16.533 100.317 0.0 0.0 -999 310.333 -999 -999 -999 -999 -999 -999 -999
2003 18 21 30 -999 -999 -999 -999 -999 6.378 73.454 15.404 100.336 0.0 0.0 -999 306.467 -999 -999 -999 -999 -999 -999 -999
2003 18 22 0 -999 -999 -999 -999 -999 6.148 76.942 14.276 100.354 0.0 0.0 -999 302.601 -999 -999 -999 -999 -999 -999 -999
2003 18 22 30 -999 -999 -999 -999 -999 5.916 75.975 14.327 100.352 0.0 0.0 -999 303.65 -999 -999 -999 -999 -999 -999 -999
2003 18 23 0 -999 -999 -999 -999 -999 5.684 75.015 14.378 100.351 0.0 0.0 -999 304.7 -999 -999 -999 -999 -999 -999 -999
2003 18 23 30 -999 -999 -999 -999 -999 5.478 73.771 14.439 100.338 0.0 0.0 -999 303.927 -999 -999 -999 -999 -999 -999 -999
